CheckInDate,CheckOutDate,RateAmount,BookingStatus,RoomType,Channel,GuestName,GuestCountry,RepeatGuest
2023-06-18,2023-06-19,97.66,Confirmed,Deluxe,Direct,,,true
2023-06-05,2023-06-08,7.67,Cancelled,Deluxe,Booking.com,,,true
2023-08-03,2023-08-06,322.17,Confirmed,Single,Expedia,,,true
2025-01-05,2025-01-07,227.26,Confirmed,Deluxe,Booking.com,,,true
2024-07-16,2024-07-22,791.27,Confirmed,Deluxe,Booking.com,,,true
2024-09-07,2024-09-10,316.72,Confirmed,Double,Booking.com,,,true
2024-08-23,2024-08-25,189.05,Confirmed,Double,Agoda,,,true
2024-07-26,2024-07-31,358.20,Confirmed,Single,Direct,,,true
2023-10-12,2023-10-22,744.40,Confirmed,Double,Booking.com,,,true
2023-11-24,2023-11-26,179.54,Confirmed,Family,Direct,,,true
2023-05-30,2023-06-06,1004.15,Confirmed,Deluxe,Expedia,,,true
2023-09-24,2023-10-06,518.83,Confirmed,Single,Direct,,,true
2024-03-17,2024-03-20,195.60,Confirmed,Double,Direct,,,true
2025-10-02,2025-10-08,390.30,Confirmed,Single,Direct,,,true
2025-11-07,2025-11-15,605.45,Confirmed,Double,Booking.com,,,true
2023-03-05,2023-03-09,497.96,Confirmed,Deluxe,Booking.com,,,true
2024-12-14,2024-12-15,54.31,Confirmed,Single,Expedia,,,true
2023-11-22,2023-11-29,371.38,Cancelled,Suite,Direct,,,true
2024-09-18,2024-09-19,90.16,Confirmed,Double,Expedia,,,true
2023-02-06,2023-02-07,96.73,Confirmed,Deluxe,Booking.com,,,true
2023-08-11,2023-08-13,239.74,Confirmed,Double,Agoda,,,true
2025-03-27,2025-03-28,76.64,Confirmed,Single,Expedia,,,true
2024-04-30,2024-05-03,413.99,Confirmed,Deluxe,Agoda,,,false
2024-02-12,2024-02-17,271.35,Confirmed,Single,Direct,,,true
2025-02-22,2025-02-23,88.54,Confirmed,Double,Booking.com,,,true
2023-10-08,2023-10-11,323.70,Confirmed,Deluxe,Direct,,,true
2024-09-22,2024-09-23,64.47,Confirmed,Double,Direct,,,true
2024-04-03,2024-04-06,270.65,Confirmed,Double,Direct,,,true
2023-04-09,2023-04-11,208.96,Confirmed,Double,Agoda,,,false
2024-02-05,2024-02-07,122.98,Confirmed,Double,Direct,,,true
2024-10-10,2024-10-19,491.67,Confirmed,Single,Direct,,,true
2024-11-20,2024-11-23,159.66,Confirmed,Single,Direct,,,true
2025-05-05,2025-05-15,360.91,Confirmed,Single,Booking.com,,,true
2025-10-31,2025-11-05,1982.15,Confirmed,Suite,Direct,,,true
2024-09-17,2024-09-19,104.28,Confirmed,Single,Booking.com,,,true
2025-02-18,2025-03-02,1068.52,Confirmed,Deluxe,Agoda,,,true
2023-11-30,2023-12-06,405.48,Confirmed,Double,Direct,,,true
2023-05-02,2023-05-03,50.61,Confirmed,Single,Expedia,,,true
2025-10-13,2025-10-14,127.28,Confirmed,Deluxe,Direct,,,true
2024-05-24,2024-05-27,338.91,Confirmed,Double,Agoda,,,true
2024-03-13,2024-03-17,239.00,Confirmed,Single,Agoda,,,true
2023-11-05,2023-11-12,355.77,Confirmed,Double,Direct,,,true
2025-04-17,2025-04-26,1113.51,Confirmed,Deluxe,Direct,,,true
2023-07-25,2023-07-31,855.90,Confirmed,Deluxe,Direct,,,true
2024-06-13,2024-06-17,706.53,Confirmed,Family,Direct,,,true
2023-11-08,2023-11-10,142.99,Confirmed,Double,Direct,,,true
2023-07-11,2023-07-18,576.14,Confirmed,Double,Direct,,,true
2024-07-26,2024-07-29,337.42,Confirmed,Double,Direct,,,true
2024-05-11,2024-05-12,42.29,Confirmed,Single,Direct,,,true
2025-09-22,2025-09-23,84.38,Confirmed,Double,Expedia,,,true
2023-05-25,2023-05-28,479.04,Confirmed,Suite,Direct,,,true
2024-07-06,2024-07-10,182.40,Cancelled,Family,Direct,,,true
2023-08-22,2023-08-25,202.78,Confirmed,Double,Direct,,,false
2025-05-10,2025-05-11,54.06,Confirmed,Single,Direct,,,true
2023-01-29,2023-02-03,186.58,Confirmed,Single,Direct,,,true
2024-07-06,2024-07-08,131.51,Confirmed,Single,Direct,,,true
2023-06-07,2023-06-11,207.03,Confirmed,Single,Direct,,,true
2023-08-24,2023-08-27,152.36,Confirmed,Single,Expedia,,,true
2025-07-23,2025-07-26,190.07,Confirmed,Single,Booking.com,,,true
2025-01-09,2025-01-15,7.67,Cancelled,Deluxe,Direct,,,true
2024-09-05,2024-09-08,149.70,Confirmed,Single,Direct,,,true
2025-05-22,2025-05-25,169.72,Confirmed,Single,Direct,,,false
2025-05-24,2025-05-27,191.86,Confirmed,Single,Booking.com,,,true
2023-06-11,2023-06-12,93.15,Confirmed,Double,Booking.com,,,true
2023-10-22,2023-10-30,359.06,Confirmed,Single,Agoda,,,true
2025-09-01,2025-09-05,164.08,Confirmed,Single,Agoda,,,true
2023-01-27,2023-01-28,7.67,Cancelled,Double,Direct,,,true
2024-06-24,2024-06-26,107.69,Confirmed,Single,Direct,,,true
2025-09-07,2025-09-10,266.73,Confirmed,Double,Direct,,,true
2024-12-08,2024-12-09,84.43,Confirmed,Single,Booking.com,,,true
2025-10-24,2025-10-27,273.17,Confirmed,Double,Booking.com,,,true
2024-07-30,2024-08-02,7.67,Cancelled,Double,Direct,,,true
2025-02-26,2025-02-28,165.46,Confirmed,Deluxe,Booking.com,,,true
2025-02-11,2025-02-17,764.70,Confirmed,Deluxe,Booking.com,,,true
2023-10-10,2023-10-14,381.96,Confirmed,Double,Booking.com,,,true
2023-09-23,2023-09-28,822.15,Confirmed,Deluxe,Direct,,,true
2024-03-12,2024-03-14,146.20,Confirmed,Double,Expedia,,,true
2025-12-23,2025-12-27,170.00,Confirmed,Single,Expedia,,,true
2023-11-26,2023-12-08,1100.63,Confirmed,Deluxe,Agoda,,,true
2025-07-29,2025-08-05,467.43,Confirmed,Single,Booking.com,,,true
2023-11-07,2023-11-09,145.10,Confirmed,Deluxe,Direct,,,true
2024-11-04,2024-11-11,314.81,Confirmed,Single,Direct,,,true
2024-07-09,2024-07-10,100.49,Confirmed,Double,Booking.com,,,true
2025-03-10,2025-03-14,7.67,Cancelled,Double,Direct,,,true
2023-05-08,2023-05-11,134.11,Confirmed,Single,Direct,,,false
2026-02-09,2026-02-10,87.70,Confirmed,Deluxe,Agoda,,,false
2024-07-04,2024-07-06,178.77,Confirmed,Double,Agoda,,,true
2024-10-24,2024-10-28,541.94,Confirmed,Deluxe,Direct,,,true
2024-10-17,2024-10-21,633.00,Confirmed,Family,Direct,,,true
2025-08-09,2025-08-10,86.94,Confirmed,Single,Booking.com,,,true
2025-10-07,2025-10-10,99.79,Cancelled,Double,Booking.com,,,true
2025-12-08,2025-12-09,129.51,Confirmed,Deluxe,Expedia,,,true
2025-11-25,2025-11-27,7.67,Cancelled,Single,Expedia,,,true
2023-08-12,2023-08-14,205.06,Confirmed,Single,Booking.com,,,true
2023-11-05,2023-11-11,874.78,Confirmed,Deluxe,Direct,,,true
2025-06-15,2025-06-22,563.28,Confirmed,Double,Direct,,,true
2023-03-05,2023-03-09,351.66,Confirmed,Deluxe,Booking.com,,,true
2025-05-08,2025-05-14,745.44,Confirmed,Double,Direct,,,true
2024-07-14,2024-07-21,361.75,Confirmed,Single,Direct,,,true
2024-09-16,2024-09-18,178.44,Confirmed,Double,Direct,,,true
2025-06-06,2025-06-08,37.28,Cancelled,Single,Expedia,,,true
2023-03-15,2023-03-17,385.01,Confirmed,Suite,Direct,,,true
2025-12-21,2025-12-22,102.53,Confirmed,Deluxe,Booking.com,,,true
2023-09-13,2023-09-18,231.55,Confirmed,Single,Direct,,,true
2025-08-07,2025-08-12,885.30,Confirmed,Deluxe,Direct,,,true
2025-01-12,2025-01-17,975.20,Confirmed,Suite,Agoda,,,true
2024-02-24,2024-02-26,125.58,Confirmed,Double,Agoda,,,true
2025-07-11,2025-07-15,946.35,Confirmed,Deluxe,Booking.com,,,true
2024-05-27,2024-06-04,732.10,Confirmed,Double,Booking.com,,,true
2024-01-15,2024-01-18,225.00,Confirmed,Deluxe,Direct,,,true
2025-09-30,2025-10-02,322.06,Confirmed,Deluxe,Booking.com,,,true
2024-02-02,2024-02-04,166.08,Confirmed,Double,Direct,,,false
2023-01-31,2023-02-02,176.18,Confirmed,Double,Booking.com,,,true
2024-05-15,2024-05-18,371.20,Confirmed,Family,Direct,,,true
2025-03-26,2025-03-27,144.97,Confirmed,Deluxe,Booking.com,,,true
2024-09-04,2024-09-08,274.56,Confirmed,Single,Direct,,,true
2025-06-02,2025-06-07,825.12,Confirmed,Family,Direct,,,true
2023-11-22,2023-11-23,78.00,Confirmed,Double,Booking.com,,,true
2024-07-18,2024-07-21,156.60,Confirmed,Single,Expedia,,,true
2023-04-02,2023-04-03,187.76,Confirmed,Family,Direct,,,true
2025-08-16,2025-08-17,150.89,Confirmed,Deluxe,Direct,,,false
2024-08-30,2024-09-01,165.38,Confirmed,Single,Direct,,,true
2024-06-15,2024-06-18,178.66,Confirmed,Double,Direct,,,false
2023-09-13,2023-09-19,209.51,Cancelled,Family,Booking.com,,,true
2023-04-13,2023-04-16,283.95,Confirmed,Double,Direct,,,true
2023-11-17,2023-11-21,309.80,Confirmed,Double,Expedia,,,true
2023-06-02,2023-06-05,7.67,Cancelled,Double,Booking.com,,,true
2025-10-14,2025-10-17,153.90,Confirmed,Single,Direct,,,true
2025-09-24,2025-09-29,366.08,Confirmed,Double,Direct,,,true
2024-11-03,2024-11-06,246.17,Confirmed,Deluxe,Expedia,,,true
2023-01-31,2023-02-06,448.54,Confirmed,Double,Booking.com,,,true
2024-10-07,2024-10-15,7.67,Cancelled,Double,Agoda,,,true
2023-04-29,2023-05-01,334.96,Confirmed,Deluxe,Direct,,,true
2023-11-29,2023-12-02,335.40,Confirmed,Deluxe,Booking.com,,,true
2024-01-27,2024-01-30,417.45,Confirmed,Deluxe,Booking.com,,,true
2025-11-10,2025-11-11,74.91,Confirmed,Double,Expedia,,,true
2024-05-06,2024-05-07,137.06,Confirmed,Deluxe,Direct,,,true
2023-11-21,2023-11-25,201.84,Confirmed,Single,Direct,,,true
2025-04-28,2025-04-29,7.67,Cancelled,Single,Booking.com,,,true
2023-02-23,2023-02-25,243.92,Confirmed,Deluxe,Agoda,,,true
2025-05-12,2025-05-14,188.53,Confirmed,Double,Direct,,,true
2024-12-13,2024-12-14,73.03,Confirmed,Single,Booking.com,,,true
2024-06-09,2024-06-13,691.32,Confirmed,Family,Direct,,,true
2024-06-07,2024-06-08,87.97,Confirmed,Double,Booking.com,,,false
2023-10-07,2023-10-14,907.19,Confirmed,Deluxe,Booking.com,,,true
2025-05-18,2025-05-25,447.49,Confirmed,Single,Booking.com,,,true
2025-06-25,2025-06-29,241.83,Confirmed,Double,Expedia,,,true
2024-04-07,2024-04-08,149.00,Confirmed,Family,Direct,,,true
2023-09-01,2023-09-05,283.08,Confirmed,Double,Booking.com,,,true
2024-12-26,2024-12-28,193.39,Confirmed,Double,Booking.com,,,true
2025-09-16,2025-09-23,533.89,Confirmed,Double,Booking.com,,,true
2023-03-24,2023-03-29,288.70,Confirmed,Single,Booking.com,,,true
2024-11-29,2024-12-05,419.04,Confirmed,Single,Booking.com,,,true
2025-01-02,2025-01-05,140.30,Confirmed,Double,Expedia,,,true
2023-03-05,2023-03-11,373.24,Confirmed,Single,Direct,,,true
2024-08-27,2024-09-02,846.36,Confirmed,Double,Direct,,,true
2024-10-05,2024-10-10,844.70,Confirmed,Family,Booking.com,,,true
2025-05-30,2025-05-31,118.17,Confirmed,Double,Booking.com,,,true
2025-09-09,2025-09-10,7.67,Cancelled,Single,Agoda,,,true
2023-04-23,2023-04-25,318.04,Confirmed,Deluxe,Expedia,,,true
2025-05-08,2025-05-09,57.45,Confirmed,Single,Expedia,,,true
2024-05-30,2024-06-01,173.48,Confirmed,Double,Agoda,,,true
2024-04-03,2024-04-05,137.24,Confirmed,Single,Direct,,,true
2025-12-19,2025-12-22,1067.96,Confirmed,Suite,Booking.com,,,true
2025-01-09,2025-01-11,339.24,Confirmed,Suite,Expedia,,,true
2025-12-19,2025-12-22,309.53,Confirmed,Double,Booking.com,,,true
2024-10-14,2024-10-18,282.12,Confirmed,Single,Direct,,,true
2023-03-31,2023-04-04,721.38,Confirmed,Family,Booking.com,,,false
2024-04-21,2024-04-26,639.54,Confirmed,Family,Booking.com,,,true
2024-06-12,2024-06-15,243.56,Confirmed,Single,Agoda,,,true
2023-02-11,2023-02-20,629.90,Confirmed,Double,Booking.com,,,true
2025-06-04,2025-06-06,118.54,Confirmed,Single,Expedia,,,true
2023-11-12,2023-11-16,290.13,Confirmed,Double,Agoda,,,true
2023-08-26,2023-08-30,506.96,Confirmed,Double,Booking.com,,,true
2024-11-08,2024-11-12,428.49,Confirmed,Double,Direct,,,true
2025-07-09,2025-07-16,721.98,Confirmed,Double,Booking.com,,,true
2024-08-25,2024-08-29,7.67,Cancelled,Deluxe,Expedia,,,true
2024-12-09,2024-12-10,69.83,Confirmed,Double,Direct,,,true
2024-09-21,2024-09-25,459.88,Confirmed,Double,Booking.com,,,true
2025-09-23,2025-09-24,200.00,Confirmed,Family,Direct,,,true
2023-07-31,2023-08-02,488.72,Confirmed,Suite,Direct,,,true
2023-10-04,2023-10-16,753.08,Confirmed,Double,Direct,,,true
2025-08-18,2025-08-19,76.20,Confirmed,Single,Booking.com,,,true
2024-05-27,2024-05-31,244.44,Confirmed,Single,Direct,,,true
2024-01-12,2024-01-24,1992.49,Confirmed,Family,Direct,,,true
2023-05-01,2023-05-06,432.30,Confirmed,Double,Expedia,,,true
2024-12-18,2024-12-21,587.13,Confirmed,Family,Direct,,,true
2024-11-11,2024-11-20,519.21,Confirmed,Double,Expedia,,,true
2025-05-21,2025-05-31,1874.92,Confirmed,Family,Direct,,,true
2024-11-20,2024-11-23,126.08,Confirmed,Single,Booking.com,,,true
2025-12-22,2025-12-27,452.86,Confirmed,Double,Booking.com,,,true
2023-02-26,2023-03-01,114.53,Cancelled,Double,Direct,,,true
2023-12-13,2023-12-18,82.41,Cancelled,Double,Agoda,,,false
2024-08-16,2024-08-19,288.93,Confirmed,Single,Booking.com,,,true
2023-10-02,2023-10-06,650.18,Confirmed,Family,Direct,,,true
2023-04-28,2023-04-29,121.78,Confirmed,Double,Direct,,,true
2024-02-24,2024-02-28,231.28,Confirmed,Single,Direct,,,true
2025-12-18,2025-12-24,552.37,Confirmed,Double,Agoda,,,false
2024-03-23,2024-04-05,1286.12,Cancelled,Family,Agoda,,,true
2023-10-25,2023-10-28,142.91,Confirmed,Single,Direct,,,true
2023-09-07,2023-09-12,276.21,Confirmed,Single,Agoda,,,true
2023-12-03,2023-12-05,375.92,Confirmed,Family,Booking.com,,,true
2023-10-31,2023-11-01,125.15,Confirmed,Deluxe,Direct,,,true
2023-08-15,2023-08-18,7.67,Cancelled,Single,Direct,,,true
2024-08-10,2024-08-12,394.18,Confirmed,Family,Expedia,,,true
2025-03-31,2025-04-02,99.36,Confirmed,Single,Expedia,,,true
2024-05-26,2024-05-29,245.86,Confirmed,Double,Booking.com,,,true
2023-08-28,2023-08-30,148.52,Confirmed,Single,Direct,,,true
2024-12-08,2024-12-11,545.11,Confirmed,Family,Direct,,,true
2023-07-17,2023-07-19,7.67,Cancelled,Family,Agoda,,,true
2024-01-01,2024-01-03,66.50,Confirmed,Single,Booking.com,,,true
2025-04-28,2025-04-29,207.05,Confirmed,Family,Agoda,,,true
2024-04-28,2024-05-05,761.86,Confirmed,Double,Direct,,,true
2024-11-06,2024-11-08,248.42,Confirmed,Deluxe,Direct,,,true
2024-09-27,2024-10-06,766.91,Confirmed,Deluxe,Direct,,,true
2024-11-18,2024-11-22,245.59,Confirmed,Double,Booking.com,,,true
2023-01-16,2023-01-19,258.12,Confirmed,Double,Direct,,,true
2024-09-26,2024-10-03,236.04,Confirmed,Single,Booking.com,,,true
2023-09-06,2023-09-10,416.30,Confirmed,Double,Expedia,,,true
2023-06-10,2023-06-11,295.44,Confirmed,Suite,Booking.com,,,true
2024-03-17,2024-03-20,180.00,Confirmed,Deluxe,Agoda,,,true
2023-03-25,2023-03-27,17.78,Cancelled,Single,Agoda,,,true
2025-12-30,2026-01-01,330.82,Confirmed,Deluxe,Booking.com,,,true
2024-08-24,2024-08-25,271.64,Confirmed,Family,Booking.com,,,true
2024-03-28,2024-03-29,23.03,Cancelled,Double,Agoda,,,true
2025-08-28,2025-09-01,314.37,Confirmed,Double,Direct,,,true
2023-08-24,2023-08-30,577.69,Confirmed,Double,Direct,,,true
2024-08-13,2024-08-14,126.72,Confirmed,Deluxe,Booking.com,,,true
2025-03-12,2025-03-15,7.67,Cancelled,Double,Expedia,,,false
2024-06-02,2024-06-06,216.83,Confirmed,Single,Direct,,,true
2024-10-15,2024-10-18,200.20,Confirmed,Single,Direct,,,true
2024-07-26,2024-07-29,388.75,Confirmed,Double,Agoda,,,true
2023-09-06,2023-09-10,303.40,Confirmed,Single,Expedia,,,true
2025-06-10,2025-06-13,207.55,Cancelled,Family,Booking.com,,,true
2023-01-31,2023-02-03,596.62,Confirmed,Suite,Expedia,,,true
2024-09-13,2024-09-15,662.20,Confirmed,Suite,Expedia,,,false
2023-05-04,2023-05-12,1078.20,Confirmed,Family,Expedia,,,true
2025-04-02,2025-04-08,382.74,Confirmed,Single,Agoda,,,true
2023-12-28,2023-12-30,66.50,Confirmed,Single,Direct,,,true
2025-09-14,2025-09-18,611.08,Confirmed,Deluxe,Expedia,,,true
2023-08-02,2023-08-04,349.60,Confirmed,Deluxe,Agoda,,,true
2023-06-26,2023-06-29,183.49,Cancelled,Family,Agoda,,,false
2023-08-10,2023-08-13,242.73,Confirmed,Double,Direct,,,true
2025-05-18,2025-05-22,1132.84,Confirmed,Suite,Agoda,,,true
2025-05-12,2025-05-17,270.85,Confirmed,Single,Agoda,,,true
2024-03-29,2024-03-31,185.67,Confirmed,Double,Agoda,,,true
2025-09-08,2025-09-13,240.03,Confirmed,Single,Direct,,,true
2024-12-19,2024-12-25,1045.15,Confirmed,Deluxe,Direct,,,true
2024-06-22,2024-06-28,852.21,Confirmed,Suite,Direct,,,true
2023-03-17,2023-03-21,120.20,Cancelled,Deluxe,Direct,,,true
2023-09-12,2023-09-14,125.76,Confirmed,Double,Expedia,,,true
2024-07-06,2024-07-10,321.77,Confirmed,Double,Expedia,,,true
2023-05-21,2023-05-24,317.28,Confirmed,Deluxe,Expedia,,,true
2025-06-26,2025-06-29,133.85,Confirmed,Single,Direct,,,false
2023-05-03,2023-05-05,80.83,Cancelled,Deluxe,EXPEDIA,,,true
2024-09-28,2024-10-08,1960.36,Confirmed,Family,Booking.com,,,true
2023-06-02,2023-06-06,339.30,Confirmed,Double,Booking.com,,,true
2023-06-06,2023-06-07,53.83,Confirmed,Single,Expedia,,,true
2025-05-19,2025-05-20,107.21,Confirmed,Deluxe,Agoda,,,true
2024-11-03,2024-11-11,263.04,Confirmed,Single,Expedia,,,true
2024-02-05,2024-02-10,475.00,Confirmed,Family,Agoda,,,true
2025-04-22,2025-04-23,7.67,Cancelled,Single,Booking.com,,,true
2025-08-03,2025-08-11,774.67,Confirmed,Double,Agoda,,,true
2024-06-01,2024-06-03,264.74,Confirmed,Deluxe,Booking.com,,,true
2025-09-19,2025-09-25,547.01,Cancelled,Family,Expedia,,,true
2023-06-12,2023-06-13,126.89,Confirmed,Family,Agoda,,,true
2024-12-02,2024-12-03,119.21,Confirmed,Deluxe,Direct,,,true
2025-08-01,2025-08-03,254.76,Confirmed,Double,Direct,,,true
2024-02-15,2024-02-18,133.76,Confirmed,Single,Direct,,,true
2023-05-14,2023-05-16,162.88,Cancelled,Deluxe,Agoda,,,true
2023-03-24,2023-03-28,228.76,Confirmed,Single,Agoda,,,true
2023-09-01,2023-09-03,91.82,Confirmed,Single,Direct,,,true
2026-02-08,2026-02-13,476.25,Confirmed,Deluxe,expedia,,,true
2023-07-13,2023-07-15,215.62,Confirmed,Double,Booking.com,,,true
2024-02-18,2024-02-26,362.30,Confirmed,Single,Agoda,,,true
2025-04-05,2025-04-08,308.46,Confirmed,Double,Booking.com,,,true
2025-04-17,2025-04-24,336.56,Confirmed,Single,Booking.com,,,true
2023-07-23,2023-07-25,440.00,Confirmed,Deluxe,Expedia,,,true
2025-12-04,2025-12-07,585.61,Confirmed,Family,Direct,,,true
2024-03-07,2024-03-08,141.95,Confirmed,Suite,Direct,,,true
2024-12-04,2024-12-15,1571.27,Confirmed,Deluxe,Agoda,,,true
2023-02-25,2023-02-26,70.16,Confirmed,Double,direct,,,true
2025-12-31,2026-01-09,634.50,Confirmed,Single,Direct,,,true
2025-10-16,2025-10-19,355.25,Confirmed,Deluxe,Direct,,,true
2024-05-25,2024-05-27,108.80,Confirmed,Single,Booking.com,,,true
2023-10-25,2023-10-26,45.10,Confirmed,Single,Booking.com,,,true
2023-10-07,2023-10-09,188.33,Confirmed,Double,Agoda,,,true
2025-05-16,2025-05-18,147.34,Confirmed,Single,Expedia,,,true
2023-09-11,2023-09-18,472.37,Confirmed,Double,Expedia,,,true
2023-05-06,2023-05-08,7.67,Cancelled,Double,Expedia,,,true
2025-03-02,2025-03-03,51.06,Confirmed,Single,Booking.com,,,true
2025-08-20,2025-08-30,707.96,Confirmed,Double,Direct,,,true
2025-06-17,2025-06-18,64.49,Confirmed,Double,Direct,,,true
2025-12-19,2025-12-28,215.84,Cancelled,Double,Direct,,,true
2025-03-03,2025-03-05,84.67,Cancelled,Suite,Booking.com,,,true
2024-12-12,2024-12-14,7.67,Cancelled,Family,Expedia,,,true
2023-03-19,2023-03-24,228.51,Confirmed,Single,Direct,,,true
2023-09-08,2023-09-13,363.14,Confirmed,Single,Direct,,,true
2025-06-04,2025-06-05,43.72,Confirmed,Single,Agoda,,,false
2023-09-22,2023-09-26,438.60,Confirmed,Double,Booking.com,,,true
2025-05-19,2025-05-20,216.15,Confirmed,Family,Direct,,,true
2023-02-24,2023-02-26,181.74,Confirmed,Double,Booking.com,,,true
2024-08-21,2024-08-30,584.00,Confirmed,Single,Expedia,,,true
2023-11-24,2023-11-27,275.13,Confirmed,Double,Agoda,,,true
2024-11-03,2024-11-07,316.24,Confirmed,Double,Agoda,,,true
2023-11-29,2023-12-01,291.89,Confirmed,Family,Booking.com,,,true
2024-10-12,2024-10-17,7.67,Cancelled,Single,Direct,,,true
2025-10-23,2025-10-27,417.36,Confirmed,Deluxe,Booking.com,,,true
2025-05-01,2025-05-04,41.26,Cancelled,Single,Direct,,,true
2025-12-05,2025-12-06,352.47,Confirmed,Suite,Expedia,,,true
2023-02-25,2023-02-27,99.02,Confirmed,Single,Direct,,,true
2023-03-17,2023-03-19,109.58,Confirmed,Double,Direct,,,true
2023-12-16,2023-12-17,71.06,Confirmed,Single,Direct,,,true
2025-10-29,2025-11-04,797.04,Confirmed,Deluxe,Direct,,,false
2023-05-28,2023-05-31,296.73,Confirmed,Double,Booking.com,,,true
2025-12-31,2026-01-01,89.30,Confirmed,Double,Booking.com,,,true
2023-10-03,2023-10-05,7.67,Cancelled,Family,Direct,,,true
2025-09-09,2025-09-18,637.39,Confirmed,Double,Booking.com,,,true
2025-09-22,2025-09-25,676.51,Confirmed,Suite,Direct,,,true
2024-06-19,2024-06-22,346.49,Confirmed,Deluxe,Booking.com,,,false
2024-12-17,2024-12-30,7.67,Cancelled,Double,Booking.com,,,true
2025-01-20,2025-01-30,705.76,Confirmed,Double,Agoda,,,true
2023-10-19,2023-10-21,129.78,Confirmed,Single,Expedia,,,true
2024-04-07,2024-04-10,555.57,Confirmed,Family,Agoda,,,true
2024-02-15,2024-02-17,154.08,Confirmed,Double,Expedia,,,true
2023-10-17,2023-10-22,385.15,Confirmed,Double,Expedia,,,true
2023-03-05,2023-03-14,7.67,Cancelled,Single,Direct,,,true
2025-03-22,2025-03-23,62.86,Confirmed,Double,Expedia,,,true
2023-09-12,2023-09-15,193.83,Confirmed,Single,Direct,,,true
2024-12-25,2024-12-29,49.20,Cancelled,Single,Agoda,,,true
2024-05-25,2024-05-27,167.32,Confirmed,Single,Booking.com,,,true
2025-02-19,2025-02-27,67.96,Confirmed,Double,Direct,,,true
2025-08-30,2025-08-31,150.80,Confirmed,Deluxe,Booking.com,,,true
2023-04-21,2023-04-27,2742.36,Confirmed,Suite,Booking.com,,,false
2023-10-03,2023-10-06,571.40,Confirmed,Family,Expedia,,,true
2024-06-22,2024-06-28,206.71,Cancelled,Single,Direct,,,false
2024-05-29,2024-05-31,530.57,Confirmed,Suite,Direct,,,true
2024-04-26,2024-04-28,155.48,Confirmed,Double,Agoda,,,true
2023-02-08,2023-02-12,182.96,Confirmed,Single,Booking.com,,,true
2024-10-10,2024-10-11,97.29,Confirmed,Double,Direct,,,true
2024-02-24,2024-02-26,308.48,Confirmed,Deluxe,Expedia,,,true
2025-08-16,2025-08-18,550.73,Confirmed,Family,Direct,,,true
2025-01-09,2025-01-18,7.67,Cancelled,Double,Expedia,,,true
2023-08-31,2023-09-05,284.36,Confirmed,Single,Expedia,,,true
2025-09-04,2025-09-06,72.46,Confirmed,Single,Booking.com,,,true
2025-01-31,2025-02-07,868.10,Confirmed,Deluxe,Agoda,,,true
2024-06-11,2024-06-18,1294.89,Confirmed,Suite,Agoda,,,true
2024-10-28,2024-11-01,366.72,Confirmed,Double,Direct,,,false
2023-09-13,2023-09-15,308.24,Confirmed,Deluxe,Booking.com,,,true
2024-09-19,2024-09-20,58.56,Confirmed,Single,Booking.com,,,true
2025-04-21,2025-04-23,155.26,Confirmed,Double,Booking.com,,,true
2025-05-14,2025-05-18,214.42,Confirmed,Single,Agoda,,,true
2023-03-16,2023-03-17,22.57,Cancelled,Double,Direct,,,true
2024-06-18,2024-06-21,123.88,Cancelled,Deluxe,Booking.com,,,true
2025-12-31,2026-01-01,7.67,Cancelled,Single,Direct,,,true
2023-06-15,2023-06-22,541.48,Confirmed,Double,Agoda,,,true
2024-04-09,2024-04-12,180.12,Confirmed,Single,Direct,,,true
2024-01-13,2024-01-16,300.08,Confirmed,Double,Direct,,,true
2025-12-05,2025-12-06,154.72,Confirmed,Deluxe,Booking.com,,,true
2025-12-22,2025-12-28,597.60,Confirmed,Double,Booking.com,,,true
2023-04-04,2023-04-06,208.08,Confirmed,Deluxe,Direct,,,true
2023-04-28,2023-05-01,223.18,Confirmed,Single,Direct,,,true
2025-05-28,2025-06-01,260.60,Confirmed,Single,Direct,,,true
2024-10-03,2024-10-06,378.69,Confirmed,Family,Direct,,,true
2024-07-13,2024-07-16,532.77,Confirmed,Deluxe,Agoda,,,true
2023-10-01,2023-10-03,99.29,Confirmed,Single,Booking.com,,,true
2025-05-12,2025-05-15,441.64,Confirmed,Deluxe,Agoda,,,false
2025-01-18,2025-01-22,253.82,Cancelled,Deluxe,Direct,,,true
2024-11-15,2024-11-16,160.68,Confirmed,Family,Direct,,,true
2024-12-31,2025-01-02,87.23,Confirmed,Single,Direct,,,true
2023-07-18,2023-07-19,228.34,Confirmed,Family,Booking.com,,,true
2024-04-30,2024-05-05,238.80,Confirmed,Single,Direct,,,false
2025-02-02,2025-02-06,812.52,Confirmed,Suite,Direct,,,true
2024-11-24,2024-11-28,202.43,Confirmed,Single,Expedia,,,true
2024-06-12,2024-06-16,214.13,Confirmed,Single,Booking.com,,,true
2024-08-19,2024-08-23,107.68,Cancelled,Double,Booking.com,,,true
2025-07-22,2025-07-24,444.77,Confirmed,Family,Direct,,,true
2025-06-10,2025-06-14,766.20,Confirmed,Suite,Direct,,,true
2024-01-02,2024-01-04,111.32,Confirmed,Double,Agoda,,,true
2023-12-12,2023-12-16,1253.72,Confirmed,Suite,Direct,,,false
2025-11-24,2025-11-28,193.92,Confirmed,Single,Booking.com,,,true
